NCBI_GENE_ID	mean	lower	upper	stderr
alsK	2.047428210792036	0.22573288925032076	3.869123532333751	1.821695321541715
alx	3.0805046825741558	1.1953131936042696	4.965696171544042	1.8851914889698862
amiA	10.981176447070391	8.821837271360103	13.14051562278068	2.1593391757102887
amiB	3.8727219319614297	-5.607298132994073	13.352741996916931	9.480020064955502
amiC	2.6480713769521724	1.3136621659668741	3.982480587937471	1.3344092109852983
amn	3.3535352494705006	-0.5089875720995751	7.216058071040576	3.8625228215700758
ampC	1.555032257160668	-0.3421901072417892	3.4522546215631253	1.8972223644024573
ampD	-1.6939802476877324	-4.028824614033197	0.6408641186577322	2.3348443663454646
ampE	1.133930671636281	-1.0476296221629695	3.315490965435531	2.1815602937992504
ampG	5.021981486994911	2.8152686710335377	7.228694302956285	2.2067128159613736
ampH	-12.782414202545294	-23.920123546699827	-1.6447048583907584	11.137709344154535
amtB	2.416288917466452	0.8874876921996873	3.945090142733217	1.5288012252667647
amyA	1.850625306177617	-1.769803708634993	5.471054320990227	3.62042901481261
ansA	2.0368753219016194	1.1984862295831302	2.8752644142201085	0.838389092318489
ansB	-5.1354403204465315	-8.043795929135555	-2.227084711757507	2.9083556086890243
ansP	0.3374882494735237	-0.31277656786346114	0.9877530668105086	0.6502648173369848
apaG	9.360937967487809	4.424591640972782	14.297284294002836	4.936346326515027
apaH	3.7453160810640096	2.6802057180912553	4.810426444036764	1.0651103629727543
aphA	-10.540185317579459	-14.392564273874186	-6.687806361284731	3.8523789562947277
appA	2.17942492514383	0.23730520725084947	4.121544643036811	1.9421197178929805
appB	1.9873284789524592	0.1093487799165953	3.8653081779883234	1.877979699035864
appC	2.282431820956836	0.3417205069269893	4.2231431349866835	1.9407113140298469
appY	5.937635648150552	-3.87032965082577	15.745600947126874	9.807965298976322
apt	1.3280341613364113	0.5104060843235227	2.1456622383493	0.8176280770128885
aqpZ	1.5509542468920121	-0.8839916386495918	3.985900132433616	2.434945885541604
araA	1.3335305212620134	-0.5132432019434738	3.180304244467501	1.8467737232054873
araB	0.8622986474546279	-0.7616181897329894	2.486215484642245	1.6239168371876174
araC	-1.2679509150179766	-1.7756908745984554	-0.760210955437498	0.5077399595804787
araD	0.31147455603262064	-1.1091220471410341	1.7320711592062754	1.4205966031736548
araE	-5.069836244126721	-12.902071422466946	2.762398934213504	7.832235178340225
araF	0.13519417475729945	-3.3411637569914965	3.6115521065060956	3.476357931748796
araG	0.8588549974533064	-0.6049476835853778	2.3226576784919906	1.4638026810386842
araH	1.940712267864583	1.022274736614596	2.85914979911457	0.9184375312499872
araJ	2.0952915546590853	0.03840950345071725	4.152173605867453	2.056882051208368
arcA	2.3248043003527608	-0.0850092236580986	4.73461782436362	2.4098135240108594
argA	2.327069365887035	0.23038076448878675	4.423757967285283	2.0966886013982484
argB	2.0945400448906475	0.45382375626085336	3.7352563335204416	1.6407162886297941
argC	2.7563487503590998	0.410814035805819	5.1018834649123805	2.3455347145532808
argD	3.502937561684148	2.058993720841603	4.946881402526692	1.443943840842545
argE	4.322634663689651	0.62391942699518	8.021349900384122	3.6987152366944707
argF	2.5425335186267235	1.5550233779400189	3.530043659313428	0.9875101406867046
argG	3.1160565437525904	-0.5525619914169608	6.784675078922142	3.6686185351695513
argH	4.034901343087569	2.500746188932231	5.569056497242906	1.5341551541553378
argI	1.1195697047196758	-0.30358125175258	2.5427206611919315	1.4231509564722558
argK	1.0192755307648191	0.11802585967145773	1.9205252018581804	0.9012496710933614
argO	4.346001944124418	2.3570119136324212	6.334991974616415	1.9889900304919967
argP	7.043014436656533	2.2311250003787366	11.85490387293433	4.811889436277796
argR	-4.143627669408956	-9.281318178748041	0.9940628399301277	5.137690509339084
argS	1.2901776227385917	0.4045109175608602	2.175844327916323	0.8856667051777315
argT	-19.17416880250791	-26.035889955108168	-12.312447649907654	6.861721152600258
argW	4.77427840701498	2.9221821545104145	6.626374659519545	1.852096252504565
argX	2.1330316742081323	-0.194859696421394	4.460923044837658	2.3278913706295263
argY	4.074305219815003	1.7716950451067999	6.376915394523207	2.3026101747082035
argY	3.6562493593028447	1.0609170359409053	6.251581682664784	2.5953323233619394
argY	6.968520725305163	1.2740244983519684	12.663016952258358	5.694496226953195
argY	1.777955059502292	-1.4524508115411647	5.008360930545749	3.2304058710434567
arnT	1.4427010662103459	0.233862854313575	2.6515392781071165	1.2088382118967709
aroA	5.847002764955202	5.056936642169244	6.63706888774116	0.7900661227859574
aroB	5.0873943259885595	0.9282191231105603	9.246569528866559	4.159175202877999
aroC	4.242313042378619	0.4023945304388805	8.082231554318358	3.8399185119397385
aroD	2.073908762717426	-0.20278055963191743	4.350598085066769	2.2766893223493434
aroE	6.243729903536961	-0.5718016051801156	13.059261412254038	6.8155315087170765
aroF	18.997997237569177	13.81526676701418	24.180727708124174	5.182730470554997
aroG	4.6547455293372675	-6.918788721668282	16.228279780342817	11.57353425100555
aroH	1.9693750801985483	1.480715702603521	2.458034457793576	0.4886593775950274
aroL	3.379037252607218	0.10764040891973536	6.650434096294701	3.2713968436874827
aroM	-1.9820013831142118	-4.458038449739037	0.49403568351061367	2.4760370666248255
aroP	2.3025479986705966	-1.074660122097666	5.679756119438859	3.3772081207682625
arpA	0.5136087356996575	-0.7589214506851405	1.7861389220844555	1.272530186384798
arpB	0.019158845066727187	-0.9442064449472923	0.9825241350807467	0.9633652900140195
arpB	0.319263224752745	-0.8602761651572739	1.4988026146627638	1.1795393899100188
arsB	1.4502467281699198	0.8243601744438763	2.0761332818959635	0.6258865537260435
arsC	1.7964270630965438	1.1829689079220023	2.4098852182710853	0.6134581551745414
arsR	0.26066157392322403	-0.7847636987530688	1.306086846599517	1.045425272676293
artI	9.556944290003353	-0.9959152989012505	20.109803878907954	10.552859588904603
artJ	1.7442800510872685	-0.6138681299720621	4.102428232146599	2.3581481810593306
artM	14.837965470548477	11.83865997803407	17.837270963062885	2.9993054925144076
artQ	5.466220426610072	1.522293085978486	9.410147767241657	3.9439273406315856
ascB	1.5796939467312403	0.1587924898336195	3.000595403628861	1.4209014568976208
ascF	1.7902381052542926	-0.8802219359907653	4.46069814649935	2.670460041245058
ascG	3.078544532351157	0.7483486661618719	5.408740398540441	2.330195866189285
asd	-5.812143772790991	-13.658424431527498	2.0341368859455162	7.846280658736507
aslA	2.7154701034511017	-0.39255866286990493	5.823498869772108	3.1080287663210067
aslB	2.5327884576139676	-0.7837906687758518	5.849367584003787	3.3165791263898194
asmA	-4.645047877373699	-9.69811575475383	0.4080200000064327	5.053067877380132
asnA	6.949324831207934	-1.519035695221457	15.417685357637325	8.468360526429391
asnB	7.0214593088439	-2.5857206262371726	16.628639243924972	9.607179935081072
asnC	1.7334391455353626	-1.185360522141778	4.652238813212503	2.9187996676771406
asnS	6.242337278086844	2.3583259229983162	10.126348633175372	3.884011355088528
asnU	-0.11805555555555562	-1.1822789218921486	0.9461678107810374	1.064223366336593
asnU	-0.28771317033079663	-1.9917440789161613	1.416317738254568	1.7040309085853647
asnU	1.512134140050853	0.16539230647611158	2.8588759736255946	1.3467418335747414
asnU	2.7867060252609117	1.6983538619879144	3.875058188533909	1.0883521632729973
aspA	-7.877550831005234	-11.529274933596252	-4.225826728414216	3.6517241025910185
aspC	9.670086791347066	4.917479114926938	14.422694467767194	4.752607676420127
aspS	2.553826688668357	0.3136590017087344	4.79399437562798	2.2401676869596225
aspT	1.744372501981439	1.0474467425809388	2.441298261381939	0.6969257594005002
aspT	1.7112903225806482	0.20904093966734405	3.213539705493952	1.5022493829133041
asr	0.25669724372789804	-0.24369131865975602	0.7570858061155521	0.5003885623876541
astA	-0.6922153165490457	-4.358695838361438	2.974265205263347	3.666480521812393
astB	2.65249942143022	0.41451668493228366	4.890482157928156	2.2379827364979366
astC	0.9088780677360865	-7.677231954804316	9.49498809027649	8.586110022540403
astD	2.1833631747336337	-2.3234621828279014	6.690188532295169	4.506825357561535
astE	1.0512959566153608	-1.3092253717386684	3.41181728496939	2.360521328354029
atoA	0.6979508063731056	0.03807336429512864	1.3578282484510824	0.6598774420779769
atoB	0.6242451506648803	-0.48136034569920017	1.7298506470289607	1.1056054963640805
atoC	-0.2758679882606904	-2.9652557370672206	2.4135197605458396	2.68938774880653
atoD	2.2654326749687157	0.19298483913529285	4.3378805108021385	2.072447835833423
atoE	0.522515972441418	-0.9332219449274063	1.9782538898102424	1.4557379173688243
atoS	-1.488204003622536	-4.34836410606304	1.3719560988179687	2.8601601024405046
atpA	-2.2724613996158416	-7.594217536445017	3.0492947372133337	5.321756136829175
atpB	-3.5787440448747483	-11.563271422180698	4.4057833324312	7.984527377305949
atpC	-2.0344346111179488	-7.528026675452848	3.459157453216951	5.4935920643349
atpD	-5.452406635680414	-10.114957414724161	-0.7898558566366667	4.662550779043747
atpE	-1.2801129846704453	-2.8588418801464885	0.2986159108055979	1.5787288954760432
atpF	-4.566822581946788	-10.618952419009666	1.4853072551160897	6.0521298370628775
atpG	-3.7580343433717105	-11.662634407548893	4.146565720805473	7.904600064177183
atpH	-2.30831782253214	-6.196171997840347	1.5795363527760666	3.8878541753082065
atpI	-1.6456572151020568	-6.795558370859648	3.5042439406555337	5.149901155757591
avtA	3.318865263198288	2.6765736208581767	3.961156905538399	0.6422916423401112
azoR	1.48179377954135	-1.5722772893017722	4.535864848384472	3.0540710688431223
bacA	5.289906761388903	3.5310425343314624	7.0487709884463445	1.7588642270574408
baeR	1.5277151679758416	0.48338468693007597	2.5720456490216073	1.0443304810457656
baeS	1.1865383066140345	0.4847928803148229	1.888283732913246	0.7017454262992115
barA	3.632723364163447	-2.475813964317847	9.74126069264474	6.108537328481294
basR	2.4031755499355687	-0.9394106506142923	5.74576175048543	3.342586200549861
basS	3.1793107536655802	1.5582359256011988	4.800385581729961	1.6210748280643814
bax	4.37130229199968	3.1063454574428757	5.636259126556483	1.264956834556804
bcp	2.5792748127058034	2.16327886488278	2.9952707605288267	0.41599594782302346
bcr	14.281698873617863	-21.19889079285425	49.762288540089976	35.48058966647211
bcsA	3.221722093302192	1.2012906073632874	5.242153579241096	2.0204314859389045
bcsB	2.450540060498122	0.6527275281079021	4.248352592888342	1.7978125323902197
bcsC	3.4126529870310574	0.337107642393526	6.488198331668588	3.0755453446375314
bcsE	2.662192509418624	-7.0740327016361295	12.398417720473377	9.736225211054753
bcsG	4.1185764661471564	1.1976091674497158	7.039543764844597	2.9209672986974407
bcsZ	2.199503989883571	0.8420806800811143	3.556927299686028	1.3574233098024568
bdm	-3.9453083109919773	-18.3847539708759	10.494137348891943	14.439445659883921
bfd	0.47831463372237787	0.27725954602143055	0.6793697214233252	0.20105508770094735
bfr	-8.9727125407102	-31.310361333319143	13.364936251898742	22.33764879260894
bglA	4.672258096849465	2.1473015167526226	7.197214676946307	2.524956580096842
bglB	1.2229957114565353	0.5293525038815312	1.9166389190315394	0.6936432075750041
bglF	2.4822660786665103	1.655262352497198	3.3092698048358224	0.8270037261693121
bglG	-0.15763544139859892	-5.7817744024218936	5.4665035196246965	5.624138961023295
bglH	1.4262716149256782	-0.1172323842564913	2.9697756141078475	1.5435039991821695
bglJ	9.08079800498753	6.514407430346096	11.647188579628963	2.566390574641434
bglX	4.107135312056889	1.4275795388262331	6.786691085287545	2.679555773230656
bioA	0.003413670719344632	-0.0009079939843654045	0.007735335423054669	0.004321664703710037
bioB	0.0041316863301790775	0.0017321648942784694	0.006531207766079686	0.002399521435900608
bioC	0.008384529593432404	-0.0015537744176342388	0.018322833604499045	0.009938304011066643
bioD	0.014719077071386389	0.005027128338468075	0.024411025804304702	0.009691948732918313
bioF	0.0018585508485900633	-0.0013402840431708599	0.005057385740350986	0.003198834891760923
bioH	4.667208979694809	1.6933905144679473	7.641027444921671	2.973818465226862
bipA	2.6607790907092954	1.3761204516640397	3.945437729754551	1.2846586390452557
birA	4.7119834710744355	1.2003763405674883	8.223590601581382	3.511607130506947
bisC	2.209584121021855	-0.7170941919600913	5.136262434003802	2.9266783129819465
blc	0.9040274402592082	-1.3146225661570523	3.122677446675469	2.2186500064162606
bolA	-7.3630727081899625	-11.624213152141792	-3.1019322642381324	4.26114044395183
borD	0.97056892982134	0.45506264818437125	1.4860752114583087	0.5155062816369688
brnQ	3.709210381336807	-3.4162281876987413	10.834648950372355	7.125438569035548
btuB	-5.737938466435683	-9.42243982118384	-2.053437111687525	3.6845013547481575
btuC	11.968161231884133	11.154986415998989	12.781336047769278	0.8131748158851436
btuD	5.290564526891763	2.079471113591636	8.50165794019189	3.211093413300127
btuE	4.169668782056845	1.6739514793742685	6.665386084739421	2.4957173026825763
btuF	1.7541566703298468	0.17065477688029262	3.337658563779401	1.5835018934495542
btuR	1.9806644345088895	-0.27420583687967537	4.235534705897455	2.254870271388565
cadA	2.8491228301836893	-0.5372638401577308	6.23550950052511	3.38638667034142
cadB	1.795016084172796	-0.5453820895959749	4.135414257941567	2.340398173768771
cadC	-1.1884830419100811	-5.7879556309173505	3.410989547097188	4.599472589007269
caiA	-7.878742622392119	-13.217254104283356	-2.5402311405008824	5.338511481891237
caiB	0.75592722028069	-0.33250161093481945	1.8443560514961996	1.0884288312155095
caiC	1.3617925475695802	-0.02706835827932519	2.7506534534184857	1.3888609058489054
caiD	0.7322121087936497	-0.15565601631126724	1.6200802338985667	0.887868125104917
caiE	1.2397808219178104	-0.808988043831945	3.2885496876675657	2.0487688657497554
caiF	-1.0290699185583088	-1.5513389005498706	-0.5068009365667469	0.5222689819915619
caiT	1.1999970802067204	-0.02096008971882979	2.4209542501322705	1.2209571699255501
can	4.124999773817303	1.8653891727927037	6.384610374841904	2.2596106010245998
carA	1.3037115112403141	-0.2476234648867126	2.855046487367341	1.5513349761270268
carB	1.4160854964086065	0.3433464164254434	2.4888245763917696	1.072739079983163
cbl	1.9582568482071079	-0.7775809349980698	4.694094631412286	2.7358377832051777
cbpA	-3.295944076672308	-11.009941599422369	4.418053446077754	7.713997522750062
cbpM	-0.1878585086042343	-3.7472689572001916	3.3715519399917233	3.5594104485959575
cbrA	3.67779522443012	1.3688574338439157	5.986733015016324	2.3089377905862043
cbrC	-3.168819292343126	-9.353622290713544	3.0159837060272916	6.184802998370418
cca	7.401299927537819	3.342347509961087	11.46025234511455	4.058952417576732
cchA	3.900184842883548	1.3940584433155916	6.406311242451505	2.5061263995679566
cchB	1.6490821256038706	0.7890554196523262	2.509108831555415	0.8600267059515444
ccmA	-1.9924283124034754	-3.6831167126875832	-0.30173991211936757	1.6906884002841078
ccmB	-2.200349688558611	-4.715044669888112	0.3143452927708901	2.514694981329501
ccmC	-1.9272896640746628	-3.8463750073075254	-0.008204320841800117	1.9190853432328627
ccmD	0.37906976744186055	-0.4194325262969763	1.1775720611806975	0.7985022937388369
ccmE	-0.165633445120961	-2.0839966225270796	1.7527297322851574	1.9183631774061185
ccmF	1.8692307692307664	0.4232752639959487	3.3151862744655842	1.4459555052348176
ccmG	-3.988011666499032	-6.7470389260191705	-1.2289844069788942	2.759027259520138
ccmH	-2.0892061461409184	-7.2786338036208065	3.1002215113389693	5.189427657479888
cdaR	2.4376709833405066	-0.8514718832605537	5.726813849941567	3.2891428666010603
cdd	-9.103101171613007	-12.261904171523458	-5.944298171702556	3.1588029999104514
cdh	3.1753128146124086	1.880716007539977	4.46990962168484	1.2945968070724316
cdsA	2.05	0.018733974422190602	4.0812660255778095	2.031266025577809
cdsA	-3.2861986962482046	-8.263936028308876	1.6915386358124662	4.977737332060671
cedA	0.7149743144972949	-0.6343733336860591	2.0643219626806486	1.349347648183354
cfa	-5.122133097157191	-8.934173540099152	-1.3100926542152287	3.812040442941962
chaA	4.648406203708692	3.558162906347401	5.738649501069983	1.090243297361291
chaB	2.8683130334708253	-2.1281442985651577	7.864770365506809	4.996457332035983
chaC	1.474786054304177	0.8462501709082628	2.103321937700091	0.6285358833959143
chbA	0.7364617905306055	-0.033721680724609904	1.5066452617858208	0.7701834712552154
chbB	-11.37391966577249	-23.97158602895249	1.2237466974075097	12.59766636318
chbC	-3.384175801340474	-11.279498575135733	4.511146972454786	7.89532277379526
chbF	1.332981102414512	0.17269760750438334	2.4932645973246403	1.1602834949101286
chbG	1.0337924373934992	-0.051789859589947085	2.1193747343769456	1.0855822969834463
chbR	1.0412848460903756	-1.2692415898566987	3.35181128203745	2.3105264359470743
cheA	1.1341890836030826	-0.06880812934459479	2.33718629655076	1.2029972129476774
cheB	0.7859460355690524	-0.025776409612192852	1.5976684807502977	0.8117224451812453
cheR	0.7548446723510804	-0.186748802681172	1.6964381473833328	0.9415934750322524
cheW	1.136023416265942	0.22390602959168215	2.0481408029402015	0.9121173866742598
cheY	0.9885466034755116	-0.20330345540863048	2.180396662359654	1.191850058884142
cheZ	2.432777452701381	0.54802911442914	4.317525790973622	1.884748338272241
chiA	1.3784879482337993	-2.494540091809151	5.25151598827675	3.8730280400429504
chpA	-2.5310257410297083	-10.510721738950213	5.448670256890797	7.979695997920506
chpB	0.8574584769664677	0.3200148927550771	1.3949020611778584	0.5374435842113906
chpR	0.43139351233143164	-2.598817326174026	3.4616043508368888	3.0302108385054574
chpS	0.5293216009083174	-0.23509118473969826	1.2937343865563329	0.7644127856480156
cirA	0.5837608004963054	0.28523960718513736	0.8822819938074735	0.29852119331116805
citA	1.5677070132879565	0.04504136989695673	3.090372656678956	1.5226656433909997
citB	1.1411842469720082	-1.6985043064689234	3.9808728004129397	2.8396885534409315
citC	4.389945187305796	2.2203988400731234	6.559491534538468	2.1695463472326724
citD	1.852691218130311	0.8813891494930735	2.8239932867675486	0.9713020686372376
citE	0.7763266687619378	-0.3093825131748259	1.8620358506987014	1.0857091819367637
citF	0.7747140962143756	-0.05553199732298364	1.604960189751735	0.8302460935373592
citG	0.8288321632341406	0.15662417258873396	1.501040153879547	0.6722079906454066
citT	2.2632989482686585	1.154600729323723	3.371997167213594	1.1086982189449355
citX	1.8475440595054644	0.31570335635792657	3.379384762653002	1.5318407031475378
clcA	0.03264174322559549	-4.426677908091156	4.491961394542347	4.4593196513167515
clcB	1.0754821231353053	0.22908355632376642	1.9218806899468444	0.8463985668115389
cld	5.165711513562483	1.6531900583535455	8.678232968771422	3.5125214552089377
clpA	-4.155011526501076	-6.563716066304511	-1.7463069866976406	2.408704539803435
clpB	-2.9506374973500207	-3.8605109647618336	-2.0407640299382077	0.9098734674118131
clpP	-4.170690600415918	-10.562828219220197	2.2214470183883597	6.392137618804278
clpS	-5.5686803949451145	-9.545941272089378	-1.5914195178008508	3.9772608771442637
clpX	-1.4536235217082432	-10.012072829307273	7.104825785890787	8.55844930759903
cls	1.9147825739550175	-3.5685254438760428	7.398090591786078	5.48330801783106
cmk	0.8166379748705731	0.21446472526422466	1.4188112244769215	0.6021732496063484
cmr	2.902486879517899	1.4617062017346518	4.3432675573011466	1.4407806777832473
cmtA	1.012814489127248	0.29910716820081196	1.7265218100536839	0.713707320926436
cmtB	-0.0780608939753771	-2.1883978311830385	2.0322760432322844	2.1103369372076615
coaA	13.951301900383331	10.879634758723483	17.02296904204318	3.071667141659847
coaD	3.1806896242086773	1.4164546344018296	4.944924614015525	1.7642349898068477
coaE	4.821246245460554	1.2047841472481715	8.437708343672936	3.616462098212382
cobB	0.13660585260122757	-6.20852073652837	6.481732441730824	6.345126589129597
cobC	4.275583784793576	2.5740594819244715	5.97710808766268	1.7015243028691045
cobS	1.144666170601366	0.050730136992497066	2.238602204210235	1.093936033608869
cobT	0.9543827098585829	-0.5836525019613077	2.4924179216784736	1.5380352118198906
cobU	3.355463326290353	-1.5079492183136671	8.218875870894372	4.86341254460402
cof	5.958780270390751	3.8657825379389754	8.051778002842525	2.0929977324517752
copA	5.274982094768795	1.9203218857858828	8.629642303751707	3.3546602089829123
corA	1.461074263346744	-0.2507963282574035	3.1729448549508916	1.7118705916041475
cpdA	-3.6070961153081376	-5.2727383111054165	-1.9414539195108584	1.6656421957972791
cpdB	0.2682743223474478	-3.713517345513962	4.250065990208857	3.9817916678614096
cpsB	0.9876637232051984	-0.09561507699749638	2.070942523407893	1.0832788002026947
cpsG	0.8907840295327304	0.03329229152737345	1.7482757675380873	0.8574917380053569
cpxA	6.194916628261459	5.030983229572804	7.358850026950114	1.1639333986886549
cpxP	3.496761578435755	2.4944028185392315	4.499120338332279	1.0023587598965236
cpxR	6.221234111861548	5.3269918900604685	7.115476333662628	0.8942422218010802
crcA	0.17267238736510687	-2.008555045251972	2.353899819982186	2.181227432617079
crcB	2.0520170743574955	0.587772838757979	3.516261309957012	1.4642442355995164
creA	3.145260538125352	-0.6016085128704893	6.892129589121193	3.746869050995841
creB	2.2711702233005027	-0.08137409776715776	4.623714544368163	2.3525443210676604
creC	1.980420054351834	0.5366768829649928	3.424163225738675	1.4437431713868412
creD	2.4941687454274533	0.7713481759955294	4.216989314859378	1.7228205694319239
crl	2.9701225921139165	-4.452464356158387	10.39270954038622	7.422586948272303
crp	-8.943574051718109	-17.616408369874286	-0.27073973356193193	8.672834318156177
crr	-1.7848319838129976	-4.018339192661772	0.4486752250357766	2.233507208848774
csdA	4.731175571937044	1.3058281675486687	8.15652297632542	3.425347404388375
csgA	2.0049802430477888	0.2977576755870033	3.7122028105085745	1.7072225674607855
csgB	0.43941808105299623	0.12477630319278593	0.7540598589132066	0.3146417778602103
csgC	1.0193619467330886	-0.09281754838046585	2.131541441846643	1.1121794951135544
csgD	-0.05932044302609372	-3.0346087611028243	2.915967875050637	2.9752883180767307
