RAST_GENE_ID	NCBI_GENE_ID
fiG|1005566.5.peG.2240	ydfT
fiG|1005566.5.peG.2241	ydfU
fiG|1005566.5.peG.2242	rem
fiG|1005566.5.peG.2243	NA
fiG|1005566.5.peG.2244	relB
fiG|1005566.5.peG.2245	flxA
fiG|1005566.5.peG.2246	ydfX
fiG|1005566.5.peG.2247	dicC
fiG|1005566.5.peG.2248	ydfA
fiG|1005566.5.peG.2249	ydfB
fiG|1005566.5.peG.225	metB
fiG|1005566.5.peG.2250	ydfC
fiG|1005566.5.peG.2251	NA
fiG|1005566.5.peG.2252	NA
fiG|1005566.5.peG.2253	dicB
fiG|1005566.5.peG.2254	ydfD
fiG|1005566.5.peG.2255	ydfE
fiG|1005566.5.peG.2256	rcsC
fiG|1005566.5.peG.2257	intQ
fiG|1005566.5.peG.2258	rspB
fiG|1005566.5.peG.2259	rspA
fiG|1005566.5.peG.226	metL
fiG|1005566.5.peG.2260	ynfA
fiG|1005566.5.peG.2261	ynfB
fiG|1005566.5.peG.2262	speG
fiG|1005566.5.peG.2263	ynfC
fiG|1005566.5.peG.2264	ynfD
fiG|1005566.5.peG.2265	ynfE
fiG|1005566.5.peG.2266	ynfF
fiG|1005566.5.peG.2267	ynfG
fiG|1005566.5.peG.2268	ynfH
fiG|1005566.5.peG.2269	dmsD
fiG|1005566.5.peG.227	NA
fiG|1005566.5.peG.2270	clcB
fiG|1005566.5.peG.2271	ynfK
fiG|1005566.5.peG.2272	dgsA
fiG|1005566.5.peG.2273	ynfL
fiG|1005566.5.peG.2274	NA
fiG|1005566.5.peG.2275	asr
fiG|1005566.5.peG.2276	ydgD
fiG|1005566.5.peG.2277	mdtI
fiG|1005566.5.peG.2278	mdtJ
fiG|1005566.5.peG.2279	ydgG
fiG|1005566.5.peG.228	metF
fiG|1005566.5.peG.2280	pntB
fiG|1005566.5.peG.2281	pntA
fiG|1005566.5.peG.2282	ydgH
fiG|1005566.5.peG.2283	ydgI
fiG|1005566.5.peG.2284	folM
fiG|1005566.5.peG.2285	ydgC
fiG|1005566.5.peG.2286	rstA
fiG|1005566.5.peG.2287	rstB
fiG|1005566.5.peG.2288	tus
fiG|1005566.5.peG.2289	fumC
fiG|1005566.5.peG.229	katG
fiG|1005566.5.peG.2290	fumA
fiG|1005566.5.peG.2291	manA
fiG|1005566.5.peG.2292	ydgA
fiG|1005566.5.peG.2293	uidC
fiG|1005566.5.peG.2294	uidB
fiG|1005566.5.peG.2295	uidA
fiG|1005566.5.peG.2296	uidR
fiG|1005566.5.peG.2297	hdhA
fiG|1005566.5.peG.2298	malI
fiG|1005566.5.peG.2299	malX
fiG|1005566.5.peG.23	pstA
fiG|1005566.5.peG.230	yijE
fiG|1005566.5.peG.2300	malY
fiG|1005566.5.peG.2301	add
fiG|1005566.5.peG.2302	ydgJ
fiG|1005566.5.peG.2303	ydgT
fiG|1005566.5.peG.2304	ydgK
fiG|1005566.5.peG.2305	rsxA
fiG|1005566.5.peG.2306	rsxB
fiG|1005566.5.peG.2307	rsxC
fiG|1005566.5.peG.2308	rsxD
fiG|1005566.5.peG.2309	rsxG
fiG|1005566.5.peG.231	yijF
fiG|1005566.5.peG.2310	rsxE
fiG|1005566.5.peG.2311	nth
fiG|1005566.5.peG.2312	ydgR
fiG|1005566.5.peG.2313	gst
fiG|1005566.5.peG.2314	pdxY
fiG|1005566.5.peG.2315	tyrS
fiG|1005566.5.peG.2316	pdxH
fiG|1005566.5.peG.2317	ydhA
fiG|1005566.5.peG.2318	ydhH
fiG|1005566.5.peG.2319	slyB
fiG|1005566.5.peG.232	gldA
fiG|1005566.5.peG.2320	slyA
fiG|1005566.5.peG.2321	NA
fiG|1005566.5.peG.2322	ydhI
fiG|1005566.5.peG.2323	ydhJ
fiG|1005566.5.peG.2324	ydhK
fiG|1005566.5.peG.2325	sodC
fiG|1005566.5.peG.2326	ydhF
fiG|1005566.5.peG.2327	ydhL
fiG|1005566.5.peG.2328	NA
fiG|1005566.5.peG.2329	nemA
fiG|1005566.5.peG.233	fsaB
fiG|1005566.5.peG.2330	gloA
fiG|1005566.5.peG.2331	rnt
fiG|1005566.5.peG.2332	lhr
fiG|1005566.5.peG.2333	ydhD
fiG|1005566.5.peG.2334	NA
fiG|1005566.5.peG.2335	ydhO
fiG|1005566.5.peG.2336	sodB
fiG|1005566.5.peG.2337	ydhP
fiG|1005566.5.peG.2338	NA
fiG|1005566.5.peG.2339	purR
fiG|1005566.5.peG.234	ptsA
fiG|1005566.5.peG.2340	ydhB
fiG|1005566.5.peG.2341	ydhC
fiG|1005566.5.peG.2342	cfa
fiG|1005566.5.peG.2343	ribC
fiG|1005566.5.peG.2344	mdtK
fiG|1005566.5.peG.2345	ydhQ
fiG|1005566.5.peG.2346	ydhR
fiG|1005566.5.peG.2347	ydhS
fiG|1005566.5.peG.2348	ydhT
fiG|1005566.5.peG.2349	ydhU
fiG|1005566.5.peG.235	frwC
fiG|1005566.5.peG.2350	ydhX
fiG|1005566.5.peG.2351	ydhW
fiG|1005566.5.peG.2352	ydhV
fiG|1005566.5.peG.2353	ydhY
fiG|1005566.5.peG.2354	NA
fiG|1005566.5.peG.2355	ydhZ
fiG|1005566.5.peG.2356	pykF
fiG|1005566.5.peG.2357	lpp
fiG|1005566.5.peG.2358	ynhG
fiG|1005566.5.peG.2359	sufE
fiG|1005566.5.peG.236	frwB
fiG|1005566.5.peG.2360	sufS
fiG|1005566.5.peG.2361	sufD
fiG|1005566.5.peG.2362	sufC
fiG|1005566.5.peG.2363	sufB
fiG|1005566.5.peG.2364	sufA
fiG|1005566.5.peG.2365	ydiH
fiG|1005566.5.peG.2366	ydiI
fiG|1005566.5.peG.2367	ydiJ
fiG|1005566.5.peG.2368	ydiK
fiG|1005566.5.peG.2369	ydiL
fiG|1005566.5.peG.237	pflD
fiG|1005566.5.peG.2370	ydiM
fiG|1005566.5.peG.2371	ydiN
fiG|1005566.5.peG.2372	ydiB
fiG|1005566.5.peG.2373	aroD
fiG|1005566.5.peG.2374	ydiF
fiG|1005566.5.peG.2375	ydiO
fiG|1005566.5.peG.2376	ydiP
fiG|1005566.5.peG.2377	NA
fiG|1005566.5.peG.2378	ydiQ
fiG|1005566.5.peG.2379	ydiR
fiG|1005566.5.peG.238	pflC
fiG|1005566.5.peG.2380	ydiS
fiG|1005566.5.peG.2381	ydiT
fiG|1005566.5.peG.2382	ydiD
fiG|1005566.5.peG.2383	pps
fiG|1005566.5.peG.2384	ydiA
fiG|1005566.5.peG.2385	aroH
fiG|1005566.5.peG.2386	ydiE
fiG|1005566.5.peG.2387	ydiU
fiG|1005566.5.peG.2388	ydiV
fiG|1005566.5.peG.2389	nlpC
fiG|1005566.5.peG.239	frwD
fiG|1005566.5.peG.2390	btuD
fiG|1005566.5.peG.2391	btuE
fiG|1005566.5.peG.2392	btuC
fiG|1005566.5.peG.2393	ihfA
fiG|1005566.5.peG.2394	pheT
fiG|1005566.5.peG.2395	pheS
fiG|1005566.5.peG.2396	rplT
fiG|1005566.5.peG.2397	rpmI
fiG|1005566.5.peG.2398	infC
fiG|1005566.5.peG.2399	thrS
fiG|1005566.5.peG.24	pstC
fiG|1005566.5.peG.240	yijO
fiG|1005566.5.peG.2400	arpB
fiG|1005566.5.peG.2401	arpB
fiG|1005566.5.peG.2402	yniD
fiG|1005566.5.peG.2403	ydiY
fiG|1005566.5.peG.2404	pfkB
fiG|1005566.5.peG.2405	ydiZ
fiG|1005566.5.peG.2406	yniA
fiG|1005566.5.peG.2407	yniB
fiG|1005566.5.peG.2408	yniC
fiG|1005566.5.peG.2409	ydjM
fiG|1005566.5.peG.241	yijP
fiG|1005566.5.peG.2410	ydjN
fiG|1005566.5.peG.2411	ydjO
fiG|1005566.5.peG.2412	cedA
fiG|1005566.5.peG.2413	katE
fiG|1005566.5.peG.2414	chbG
fiG|1005566.5.peG.2415	chbF
fiG|1005566.5.peG.2416	chbR
fiG|1005566.5.peG.2417	chbA
fiG|1005566.5.peG.2418	chbC
fiG|1005566.5.peG.2419	chbB
fiG|1005566.5.peG.242	ppc
fiG|1005566.5.peG.2420	osmE
fiG|1005566.5.peG.2421	nadE
fiG|1005566.5.peG.2422	ydjQ
fiG|1005566.5.peG.2423	ydjR
fiG|1005566.5.peG.2424	spy
fiG|1005566.5.peG.2425	astE
fiG|1005566.5.peG.2426	astB
fiG|1005566.5.peG.2427	astD
fiG|1005566.5.peG.2428	astA
fiG|1005566.5.peG.2429	astC
fiG|1005566.5.peG.243	argE
fiG|1005566.5.peG.2430	NA
fiG|1005566.5.peG.2431	xthA
fiG|1005566.5.peG.2432	ydjX
fiG|1005566.5.peG.2433	ydjY
fiG|1005566.5.peG.2434	ydjZ
fiG|1005566.5.peG.2435	ynjA
fiG|1005566.5.peG.2436	ynjB
fiG|1005566.5.peG.2437	ynjC
fiG|1005566.5.peG.2438	ynjD
fiG|1005566.5.peG.2439	ynjE
fiG|1005566.5.peG.244	argC
fiG|1005566.5.peG.2440	ynjF
fiG|1005566.5.peG.2441	nudG
fiG|1005566.5.peG.2442	ynjH
fiG|1005566.5.peG.2443	NA
fiG|1005566.5.peG.2444	gdhA
fiG|1005566.5.peG.2445	ynjI
fiG|1005566.5.peG.2446	topB
fiG|1005566.5.peG.2447	selD
fiG|1005566.5.peG.2448	ydjA
fiG|1005566.5.peG.2449	sppA
fiG|1005566.5.peG.245	argB
fiG|1005566.5.peG.2450	ansA
fiG|1005566.5.peG.2451	pncA
fiG|1005566.5.peG.2452	ydjE
fiG|1005566.5.peG.2453	ydjF
fiG|1005566.5.peG.2454	ydjG
fiG|1005566.5.peG.2455	ydjH
fiG|1005566.5.peG.2456	ydjI
fiG|1005566.5.peG.2457	ydjJ
fiG|1005566.5.peG.2458	ydjK
fiG|1005566.5.peG.2459	ydjL
fiG|1005566.5.peG.246	argH
fiG|1005566.5.peG.2460	yeaC
fiG|1005566.5.peG.2461	yeaA
fiG|1005566.5.peG.2462	gapA
fiG|1005566.5.peG.2463	yeaD
fiG|1005566.5.peG.2464	yeaE
fiG|1005566.5.peG.2465	mipA
fiG|1005566.5.peG.2466	yeaG
fiG|1005566.5.peG.2467	yeaH
fiG|1005566.5.peG.2468	yeaI
fiG|1005566.5.peG.2469	yeaJ
fiG|1005566.5.peG.247	oxyR
fiG|1005566.5.peG.2470	yeaK
fiG|1005566.5.peG.2471	NA
fiG|1005566.5.peG.2472	yeaL
fiG|1005566.5.peG.2473	yeaM
fiG|1005566.5.peG.2474	yeaN
fiG|1005566.5.peG.2475	yeaO
fiG|1005566.5.peG.2476	yoaF
fiG|1005566.5.peG.2477	NA
fiG|1005566.5.peG.2478	NA
fiG|1005566.5.peG.2479	yeaQ
fiG|1005566.5.peG.248	sthA
fiG|1005566.5.peG.2480	yoaG
fiG|1005566.5.peG.2481	yeaR
fiG|1005566.5.peG.2482	NA
fiG|1005566.5.peG.2483	yeaS
fiG|1005566.5.peG.2484	yeaT
fiG|1005566.5.peG.2485	yeaU
fiG|1005566.5.peG.2486	yeaV
fiG|1005566.5.peG.2487	yeaW
fiG|1005566.5.peG.2488	yeaX
fiG|1005566.5.peG.2489	rnd
fiG|1005566.5.peG.249	fabR
fiG|1005566.5.peG.2490	fadD
fiG|1005566.5.peG.2491	yeaY
fiG|1005566.5.peG.2492	yeaZ
fiG|1005566.5.peG.2493	yoaA
fiG|1005566.5.peG.2494	yoaB
fiG|1005566.5.peG.2495	NA
fiG|1005566.5.peG.2496	yoaC
fiG|1005566.5.peG.2497	yoaH
fiG|1005566.5.peG.2498	pabB
fiG|1005566.5.peG.2499	yeaB
fiG|1005566.5.peG.25	pstS
fiG|1005566.5.peG.250	yijD
fiG|1005566.5.peG.2500	sdaA
fiG|1005566.5.peG.2501	yoaD
fiG|1005566.5.peG.2502	yoaE
fiG|1005566.5.peG.2503	manX
fiG|1005566.5.peG.2504	manY
fiG|1005566.5.peG.2505	manZ
fiG|1005566.5.peG.2506	yobD
fiG|1005566.5.peG.2507	yebN
fiG|1005566.5.peG.2508	rrmA
fiG|1005566.5.peG.2509	cspC
fiG|1005566.5.peG.251	trmA
fiG|1005566.5.peG.2510	yobF
fiG|1005566.5.peG.2511	dcuC
fiG|1005566.5.peG.2512	NA
fiG|1005566.5.peG.2513	yebQ
fiG|1005566.5.peG.2514	htpX
fiG|1005566.5.peG.2515	prc
fiG|1005566.5.peG.2516	proQ
fiG|1005566.5.peG.2517	yebR
fiG|1005566.5.peG.2518	yebS
fiG|1005566.5.peG.2519	yebT
fiG|1005566.5.peG.252	btuB
fiG|1005566.5.peG.2520	yebU
fiG|1005566.5.peG.2521	yebV
fiG|1005566.5.peG.2522	yebW
fiG|1005566.5.peG.2523	pphA
fiG|1005566.5.peG.2524	yebY
fiG|1005566.5.peG.2525	yebZ
fiG|1005566.5.peG.2526	yobA
fiG|1005566.5.peG.2527	holE
fiG|1005566.5.peG.2528	yobB
fiG|1005566.5.peG.2529	exoX
fiG|1005566.5.peG.253	murI
fiG|1005566.5.peG.2530	ptrB
fiG|1005566.5.peG.2531	yebE
fiG|1005566.5.peG.2532	yebF
fiG|1005566.5.peG.2533	yebG
fiG|1005566.5.peG.2534	purT
fiG|1005566.5.peG.2535	eda
fiG|1005566.5.peG.2536	edd
fiG|1005566.5.peG.2537	zwf
fiG|1005566.5.peG.2538	NA
fiG|1005566.5.peG.2539	yebK
fiG|1005566.5.peG.254	murB
fiG|1005566.5.peG.2540	pykA
fiG|1005566.5.peG.2541	lpxM
fiG|1005566.5.peG.2542	yebA
fiG|1005566.5.peG.2543	NA
fiG|1005566.5.peG.2544	znuC
fiG|1005566.5.peG.2545	znuB
fiG|1005566.5.peG.2546	ruvB
fiG|1005566.5.peG.2547	ruvA
fiG|1005566.5.peG.2548	yebB
fiG|1005566.5.peG.2549	ruvC
fiG|1005566.5.peG.255	birA
fiG|1005566.5.peG.2550	yebC
fiG|1005566.5.peG.2551	nudB
fiG|1005566.5.peG.2552	aspS
fiG|1005566.5.peG.2553	yecD
fiG|1005566.5.peG.2554	yecE
fiG|1005566.5.peG.2555	yecN
fiG|1005566.5.peG.2556	yecO
fiG|1005566.5.peG.2557	yecP
fiG|1005566.5.peG.2558	torZ
fiG|1005566.5.peG.2559	torY
fiG|1005566.5.peG.256	coaA
fiG|1005566.5.peG.2560	cutC
fiG|1005566.5.peG.2561	yecM
fiG|1005566.5.peG.2562	argS
fiG|1005566.5.peG.2563	yecT
fiG|1005566.5.peG.2564	flhE
fiG|1005566.5.peG.2565	flhA
fiG|1005566.5.peG.2566	flhB
fiG|1005566.5.peG.2567	NA
fiG|1005566.5.peG.2568	cheZ
fiG|1005566.5.peG.2569	cheY
fiG|1005566.5.peG.257	NA
fiG|1005566.5.peG.2570	cheB
fiG|1005566.5.peG.2571	cheR
fiG|1005566.5.peG.2572	tap
fiG|1005566.5.peG.2573	tar
fiG|1005566.5.peG.2574	cheW
fiG|1005566.5.peG.2575	cheA
fiG|1005566.5.peG.2576	motB
fiG|1005566.5.peG.2577	motA
fiG|1005566.5.peG.2578	flhC
fiG|1005566.5.peG.2579	flhD
fiG|1005566.5.peG.258	tufB
fiG|1005566.5.peG.2580	insI
fiG|1005566.5.peG.2581	yecG
fiG|1005566.5.peG.2582	otsA
fiG|1005566.5.peG.2583	otsB
fiG|1005566.5.peG.2584	araH
fiG|1005566.5.peG.2585	araG
fiG|1005566.5.peG.2586	araF
fiG|1005566.5.peG.2587	yecI
fiG|1005566.5.peG.2588	yecJ
fiG|1005566.5.peG.2589	NA
fiG|1005566.5.peG.259	secE
fiG|1005566.5.peG.2590	NA
fiG|1005566.5.peG.2591	ftn
fiG|1005566.5.peG.2592	yecH
fiG|1005566.5.peG.2593	tyrP
fiG|1005566.5.peG.2594	yecA
fiG|1005566.5.peG.2595	pgsA
fiG|1005566.5.peG.2596	uvrC
fiG|1005566.5.peG.2597	uvrY
fiG|1005566.5.peG.2598	yecF
fiG|1005566.5.peG.2599	sdiA
fiG|1005566.5.peG.26	glmS
fiG|1005566.5.peG.260	nusG
fiG|1005566.5.peG.2600	yecC
fiG|1005566.5.peG.2601	yecS
fiG|1005566.5.peG.2602	yedO
fiG|1005566.5.peG.2603	fliY
fiG|1005566.5.peG.2604	fliZ
fiG|1005566.5.peG.2605	NA
fiG|1005566.5.peG.2606	fliA
fiG|1005566.5.peG.2607	fliC
fiG|1005566.5.peG.2608	fliD
fiG|1005566.5.peG.2609	fliS
fiG|1005566.5.peG.261	rplK
fiG|1005566.5.peG.2610	fliT
fiG|1005566.5.peG.2611	amyA
fiG|1005566.5.peG.2612	NA
fiG|1005566.5.peG.2613	yedE
fiG|1005566.5.peG.2614	yedF
fiG|1005566.5.peG.2615	yedK
fiG|1005566.5.peG.2616	yedL
fiG|1005566.5.peG.2617	fliE
fiG|1005566.5.peG.2618	fliF
fiG|1005566.5.peG.2619	fliG
fiG|1005566.5.peG.262	rplA
fiG|1005566.5.peG.2620	fliH
fiG|1005566.5.peG.2621	fliI
fiG|1005566.5.peG.2622	fliJ
fiG|1005566.5.peG.2623	fliK
fiG|1005566.5.peG.2624	fliL
fiG|1005566.5.peG.2625	fliM
fiG|1005566.5.peG.2626	fliN
fiG|1005566.5.peG.2627	NA
fiG|1005566.5.peG.2628	fliO
fiG|1005566.5.peG.2629	fliP
fiG|1005566.5.peG.263	rplJ
fiG|1005566.5.peG.2630	fliQ
fiG|1005566.5.peG.2631	fliR
fiG|1005566.5.peG.2632	rcsA
fiG|1005566.5.peG.2633	dsrB
fiG|1005566.5.peG.2634	yodD
fiG|1005566.5.peG.2635	yedP
fiG|1005566.5.peG.2636	yedQ
fiG|1005566.5.peG.2637	yodC
fiG|1005566.5.peG.2638	yedI
fiG|1005566.5.peG.2639	yedA
fiG|1005566.5.peG.264	rplL
fiG|1005566.5.peG.2640	vsr
fiG|1005566.5.peG.2641	dcm
fiG|1005566.5.peG.2642	yedJ
fiG|1005566.5.peG.2643	yedR
fiG|1005566.5.peG.2644	yedS
fiG|1005566.5.peG.2645	yedS
fiG|1005566.5.peG.2646	yedS
fiG|1005566.5.peG.2647	NA
fiG|1005566.5.peG.2648	hchA
fiG|1005566.5.peG.2649	yedV
fiG|1005566.5.peG.265	rpoB
fiG|1005566.5.peG.2650	NA
fiG|1005566.5.peG.2651	yedX
fiG|1005566.5.peG.2652	yedY
fiG|1005566.5.peG.2653	yedZ
fiG|1005566.5.peG.2654	yodA
fiG|1005566.5.peG.2655	yodB
fiG|1005566.5.peG.2656	yeeI
fiG|1005566.5.peG.2657	NA
fiG|1005566.5.peG.2658	yeeJ
fiG|1005566.5.peG.2659	yeeL
fiG|1005566.5.peG.266	rpoC
fiG|1005566.5.peG.2660	shiA
fiG|1005566.5.peG.2661	amn
fiG|1005566.5.peG.2662	yeeN
fiG|1005566.5.peG.2663	yeeO
fiG|1005566.5.peG.2664	cbl
fiG|1005566.5.peG.2665	nac
fiG|1005566.5.peG.2666	erfK
fiG|1005566.5.peG.2667	cobT
fiG|1005566.5.peG.2668	cobS
fiG|1005566.5.peG.2669	cobU
fiG|1005566.5.peG.267	htrC
fiG|1005566.5.peG.2670	NA
fiG|1005566.5.peG.2671	insH
fiG|1005566.5.peG.2672	NA
fiG|1005566.5.peG.2673	insD
fiG|1005566.5.peG.2674	insC
fiG|1005566.5.peG.2675	yoeE
fiG|1005566.5.peG.2676	NA
fiG|1005566.5.peG.2677	flu
fiG|1005566.5.peG.2678	yeeR
fiG|1005566.5.peG.2679	yeeS
fiG|1005566.5.peG.268	thiH
fiG|1005566.5.peG.2680	yeeT
fiG|1005566.5.peG.2681	yeeU
fiG|1005566.5.peG.2682	yeeV
fiG|1005566.5.peG.2683	yeeW
fiG|1005566.5.peG.2684	yeeX
fiG|1005566.5.peG.2685	NA
fiG|1005566.5.peG.2686	yeeA
fiG|1005566.5.peG.2687	sbmC
fiG|1005566.5.peG.2688	dacD
fiG|1005566.5.peG.2689	sbcB
fiG|1005566.5.peG.269	thiG
fiG|1005566.5.peG.2690	yeeD
fiG|1005566.5.peG.2691	yeeE
fiG|1005566.5.peG.2692	yeeF
fiG|1005566.5.peG.2693	yeeY
fiG|1005566.5.peG.2694	yeeZ
fiG|1005566.5.peG.2695	yoeB
fiG|1005566.5.peG.2696	yefM
fiG|1005566.5.peG.2697	hisG
fiG|1005566.5.peG.2698	hisD
fiG|1005566.5.peG.2699	hisC
fiG|1005566.5.peG.27	glmU
fiG|1005566.5.peG.270	thiS
fiG|1005566.5.peG.2700	hisB
fiG|1005566.5.peG.2701	hisH
fiG|1005566.5.peG.2702	hisA
fiG|1005566.5.peG.2703	hisF
fiG|1005566.5.peG.2704	hisI
fiG|1005566.5.peG.2705	cld
fiG|1005566.5.peG.2706	ugd
fiG|1005566.5.peG.2707	gnd
fiG|1005566.5.peG.2708	wbbL
fiG|1005566.5.peG.2709	dcuC
fiG|1005566.5.peG.271	thiF
fiG|1005566.5.peG.2710	wbbL
fiG|1005566.5.peG.2711	wbbK
fiG|1005566.5.peG.2712	wbbI
fiG|1005566.5.peG.2713	wbbH
fiG|1005566.5.peG.2714	glf
fiG|1005566.5.peG.2715	rfbX
fiG|1005566.5.peG.2716	rfbC
fiG|1005566.5.peG.2717	rfbA
fiG|1005566.5.peG.2718	NA
fiG|1005566.5.peG.2719	rfbB
fiG|1005566.5.peG.272	thiE
fiG|1005566.5.peG.2720	galF
fiG|1005566.5.peG.2721	wcaM
fiG|1005566.5.peG.2722	wcaL
fiG|1005566.5.peG.2723	wcaK
fiG|1005566.5.peG.2724	wzxC
fiG|1005566.5.peG.2725	wcaJ
fiG|1005566.5.peG.2726	cpsG
fiG|1005566.5.peG.2727	cpsB
fiG|1005566.5.peG.2728	wcaI
fiG|1005566.5.peG.2729	nudD
fiG|1005566.5.peG.273	thiC
fiG|1005566.5.peG.2730	fcl
fiG|1005566.5.peG.2731	gmd
fiG|1005566.5.peG.2732	wcaF
fiG|1005566.5.peG.2733	wcaE
fiG|1005566.5.peG.2734	wcaD
fiG|1005566.5.peG.2735	wcaC
fiG|1005566.5.peG.2736	wcaB
fiG|1005566.5.peG.2737	wcaA
fiG|1005566.5.peG.2738	wzc
fiG|1005566.5.peG.2739	wzb
fiG|1005566.5.peG.274	rsd
fiG|1005566.5.peG.2740	wza
fiG|1005566.5.peG.2741	yegH
fiG|1005566.5.peG.2742	asmA
fiG|1005566.5.peG.2743	dcd
fiG|1005566.5.peG.2744	udk
fiG|1005566.5.peG.2745	yegE
fiG|1005566.5.peG.2746	alkA
fiG|1005566.5.peG.2747	yegD
fiG|1005566.5.peG.2748	yegI
fiG|1005566.5.peG.2749	yegJ
fiG|1005566.5.peG.275	nudC
fiG|1005566.5.peG.2750	yegK
fiG|1005566.5.peG.2751	yegL
fiG|1005566.5.peG.2752	mdtA
fiG|1005566.5.peG.2753	mdtB
fiG|1005566.5.peG.2754	mdtC
fiG|1005566.5.peG.2755	mdtD
fiG|1005566.5.peG.2756	baeS
fiG|1005566.5.peG.2757	baeR
fiG|1005566.5.peG.2758	NA
fiG|1005566.5.peG.2759	yegP
fiG|1005566.5.peG.276	hemE
fiG|1005566.5.peG.2760	yegQ
fiG|1005566.5.peG.2761	NA
fiG|1005566.5.peG.2762	yegR
fiG|1005566.5.peG.2763	yegS
fiG|1005566.5.peG.2764	gatR
fiG|1005566.5.peG.2765	insE
fiG|1005566.5.peG.2766	insF
fiG|1005566.5.peG.2767	gatR
fiG|1005566.5.peG.2768	gatD
fiG|1005566.5.peG.2769	gatC
fiG|1005566.5.peG.277	nfi
fiG|1005566.5.peG.2770	gatB
fiG|1005566.5.peG.2771	NA
fiG|1005566.5.peG.2772	NA
fiG|1005566.5.peG.2773	insB
fiG|1005566.5.peG.2774	gatZ
fiG|1005566.5.peG.2775	gatY
fiG|1005566.5.peG.2776	fbaB
fiG|1005566.5.peG.2777	yegT
fiG|1005566.5.peG.2778	yegU
fiG|1005566.5.peG.2779	yegV
fiG|1005566.5.peG.278	yjaG
fiG|1005566.5.peG.2780	yegW
fiG|1005566.5.peG.2781	yegX
fiG|1005566.5.peG.2782	thiD
fiG|1005566.5.peG.2783	thiM
fiG|1005566.5.peG.2784	yohL
fiG|1005566.5.peG.2785	yohM
fiG|1005566.5.peG.2786	yohN
fiG|1005566.5.peG.2787	yehA
fiG|1005566.5.peG.2788	yehB
fiG|1005566.5.peG.2789	yehC
fiG|1005566.5.peG.279	hupA
fiG|1005566.5.peG.2790	yehD
fiG|1005566.5.peG.2791	yehE
fiG|1005566.5.peG.2792	mrp
fiG|1005566.5.peG.2793	metG
fiG|1005566.5.peG.2794	molR
fiG|1005566.5.peG.2795	molR
fiG|1005566.5.peG.2796	molR
fiG|1005566.5.peG.2797	yehI
fiG|1005566.5.peG.2798	yehL
fiG|1005566.5.peG.2799	yehM
fiG|1005566.5.peG.28	atpC
fiG|1005566.5.peG.280	yjaH
fiG|1005566.5.peG.2800	yehP
fiG|1005566.5.peG.2801	yehQ
fiG|1005566.5.peG.2802	NA
fiG|1005566.5.peG.2803	yehR
fiG|1005566.5.peG.2804	yehS
fiG|1005566.5.peG.2805	yehT
fiG|1005566.5.peG.2806	yehU
fiG|1005566.5.peG.2807	mlrA
fiG|1005566.5.peG.2808	yehW
fiG|1005566.5.peG.2809	yehX
fiG|1005566.5.peG.281	zraP
fiG|1005566.5.peG.2810	yehY
fiG|1005566.5.peG.2811	yehZ
fiG|1005566.5.peG.2812	bglX
fiG|1005566.5.peG.2813	NA
fiG|1005566.5.peG.2814	dld
fiG|1005566.5.peG.2815	pbpG
fiG|1005566.5.peG.2816	NA
fiG|1005566.5.peG.2817	yohC
fiG|1005566.5.peG.2818	yohD
fiG|1005566.5.peG.2819	yohF
fiG|1005566.5.peG.282	NA
fiG|1005566.5.peG.2820	NA
fiG|1005566.5.peG.2821	yohH
fiG|1005566.5.peG.2822	dusC
fiG|1005566.5.peG.2823	yohJ
fiG|1005566.5.peG.2824	yohK
fiG|1005566.5.peG.2825	cdd
fiG|1005566.5.peG.2826	sanA
fiG|1005566.5.peG.2827	yeiS
fiG|1005566.5.peG.2828	yeiT
fiG|1005566.5.peG.2829	yeiA
fiG|1005566.5.peG.283	zraS
fiG|1005566.5.peG.2830	NA
fiG|1005566.5.peG.2831	mglC
fiG|1005566.5.peG.2832	mglA
fiG|1005566.5.peG.2833	mglB
fiG|1005566.5.peG.2834	galS
fiG|1005566.5.peG.2835	yeiB
fiG|1005566.5.peG.2836	folE
fiG|1005566.5.peG.2837	yeiG
fiG|1005566.5.peG.2838	cirA
fiG|1005566.5.peG.2839	lysP
fiG|1005566.5.peG.284	zraR
fiG|1005566.5.peG.2840	yeiE
fiG|1005566.5.peG.2841	yeiH
fiG|1005566.5.peG.2842	nfo
fiG|1005566.5.peG.2843	yeiI
fiG|1005566.5.peG.2844	yeiJ
fiG|1005566.5.peG.2845	rihB
fiG|1005566.5.peG.2846	yeiL
fiG|1005566.5.peG.2847	yeiM
fiG|1005566.5.peG.2848	yeiN
fiG|1005566.5.peG.2849	yeiC
fiG|1005566.5.peG.285	purD
fiG|1005566.5.peG.2850	NA
fiG|1005566.5.peG.2851	fruA
fiG|1005566.5.peG.2852	fruK
fiG|1005566.5.peG.2853	fruB
fiG|1005566.5.peG.2854	NA
fiG|1005566.5.peG.2855	setB
fiG|1005566.5.peG.2856	yeiW
fiG|1005566.5.peG.2857	NA
fiG|1005566.5.peG.2858	yeiP
fiG|1005566.5.peG.2859	yeiQ
fiG|1005566.5.peG.286	purH
fiG|1005566.5.peG.2860	yeiR
fiG|1005566.5.peG.2861	yeiU
fiG|1005566.5.peG.2862	spr
fiG|1005566.5.peG.2863	rtn
fiG|1005566.5.peG.2864	yejA
fiG|1005566.5.peG.2865	yejB
