RAST_GENE_ID	NCBI_GENE_ID
fiG|1005566.5.peG.1617	ycbX
fiG|1005566.5.peG.1618	ycbY
fiG|1005566.5.peG.1619	uup
fiG|1005566.5.peG.162	yihS
fiG|1005566.5.peG.1620	pqiA
fiG|1005566.5.peG.1621	pqiB
fiG|1005566.5.peG.1622	ymbA
fiG|1005566.5.peG.1623	fabA
fiG|1005566.5.peG.1624	ycbZ
fiG|1005566.5.peG.1625	ycbG
fiG|1005566.5.peG.1626	ompA
fiG|1005566.5.peG.1627	sulA
fiG|1005566.5.peG.1628	yccR
fiG|1005566.5.peG.1629	yccS
fiG|1005566.5.peG.163	yihT
fiG|1005566.5.peG.1630	yccF
fiG|1005566.5.peG.1631	helD
fiG|1005566.5.peG.1632	mgsA
fiG|1005566.5.peG.1633	yccT
fiG|1005566.5.peG.1634	NA
fiG|1005566.5.peG.1635	yccU
fiG|1005566.5.peG.1636	yccV
fiG|1005566.5.peG.1637	yccW
fiG|1005566.5.peG.1638	yccX
fiG|1005566.5.peG.1639	yccK
fiG|1005566.5.peG.164	yihU
fiG|1005566.5.peG.1640	yccA
fiG|1005566.5.peG.1641	hyaA
fiG|1005566.5.peG.1642	hyaB
fiG|1005566.5.peG.1643	hyaC
fiG|1005566.5.peG.1644	hyaD
fiG|1005566.5.peG.1645	hyaE
fiG|1005566.5.peG.1646	hyaF
fiG|1005566.5.peG.1647	appC
fiG|1005566.5.peG.1648	appB
fiG|1005566.5.peG.1649	appA
fiG|1005566.5.peG.165	yihV
fiG|1005566.5.peG.1650	yccC
fiG|1005566.5.peG.1651	etp
fiG|1005566.5.peG.1652	yccZ
fiG|1005566.5.peG.1653	ymcA
fiG|1005566.5.peG.1654	ymcB
fiG|1005566.5.peG.1655	ymcC
fiG|1005566.5.peG.1656	ymcD
fiG|1005566.5.peG.1657	insB
fiG|1005566.5.peG.1658	cspH
fiG|1005566.5.peG.1659	cspG
fiG|1005566.5.peG.166	yihW
fiG|1005566.5.peG.1660	NA
fiG|1005566.5.peG.1661	gnsA
fiG|1005566.5.peG.1662	yccM
fiG|1005566.5.peG.1663	torS
fiG|1005566.5.peG.1664	torT
fiG|1005566.5.peG.1665	torR
fiG|1005566.5.peG.1666	torC
fiG|1005566.5.peG.1667	torA
fiG|1005566.5.peG.1668	torD
fiG|1005566.5.peG.1669	cbpM
fiG|1005566.5.peG.167	yihX
fiG|1005566.5.peG.1670	cbpA
fiG|1005566.5.peG.1671	yccE
fiG|1005566.5.peG.1672	agp
fiG|1005566.5.peG.1673	yccJ
fiG|1005566.5.peG.1674	wrbA
fiG|1005566.5.peG.1675	NA
fiG|1005566.5.peG.1676	ycdG
fiG|1005566.5.peG.1677	ycdH
fiG|1005566.5.peG.1678	ycdI
fiG|1005566.5.peG.1679	rarA
fiG|1005566.5.peG.168	rbn
fiG|1005566.5.peG.1680	ycdK
fiG|1005566.5.peG.1681	ycdL
fiG|1005566.5.peG.1682	ycdM
fiG|1005566.5.peG.1683	ycdC
fiG|1005566.5.peG.1684	putA
fiG|1005566.5.peG.1685	NA
fiG|1005566.5.peG.1686	NA
fiG|1005566.5.peG.1687	putP
fiG|1005566.5.peG.1688	ycdN
fiG|1005566.5.peG.1689	ycdN
fiG|1005566.5.peG.169	dtd
fiG|1005566.5.peG.1690	ycdO
fiG|1005566.5.peG.1691	ycdB
fiG|1005566.5.peG.1692	phoH
fiG|1005566.5.peG.1693	ycdP
fiG|1005566.5.peG.1694	ycdQ
fiG|1005566.5.peG.1695	ycdR
fiG|1005566.5.peG.1696	ycdS
fiG|1005566.5.peG.1697	ycdT
fiG|1005566.5.peG.1698	insF
fiG|1005566.5.peG.1699	insE
fiG|1005566.5.peG.17	bglH
fiG|1005566.5.peG.170	yiiD
fiG|1005566.5.peG.1700	ymdE
fiG|1005566.5.peG.1701	ycdU
fiG|1005566.5.peG.1702	ycdW
fiG|1005566.5.peG.1703	ycdX
fiG|1005566.5.peG.1704	ycdY
fiG|1005566.5.peG.1705	ycdZ
fiG|1005566.5.peG.1706	csgG
fiG|1005566.5.peG.1707	csgF
fiG|1005566.5.peG.1708	csgE
fiG|1005566.5.peG.1709	csgD
fiG|1005566.5.peG.171	yiiE
fiG|1005566.5.peG.1710	NA
fiG|1005566.5.peG.1711	NA
fiG|1005566.5.peG.1712	csgB
fiG|1005566.5.peG.1713	csgA
fiG|1005566.5.peG.1714	csgC
fiG|1005566.5.peG.1715	ymdA
fiG|1005566.5.peG.1716	ymdB
fiG|1005566.5.peG.1717	ymdC
fiG|1005566.5.peG.1718	mdoC
fiG|1005566.5.peG.1719	NA
fiG|1005566.5.peG.172	yiiF
fiG|1005566.5.peG.1720	mdoG
fiG|1005566.5.peG.1721	mdoH
fiG|1005566.5.peG.1722	yceK
fiG|1005566.5.peG.1723	msyB
fiG|1005566.5.peG.1724	mdtG
fiG|1005566.5.peG.1725	lpxL
fiG|1005566.5.peG.1726	yceA
fiG|1005566.5.peG.1727	yceI
fiG|1005566.5.peG.1728	yceJ
fiG|1005566.5.peG.1729	NA
fiG|1005566.5.peG.173	fdhE
fiG|1005566.5.peG.1730	yceO
fiG|1005566.5.peG.1731	solA
fiG|1005566.5.peG.1732	yceP
fiG|1005566.5.peG.1733	dinI
fiG|1005566.5.peG.1734	pyrC
fiG|1005566.5.peG.1735	yceB
fiG|1005566.5.peG.1736	grxB
fiG|1005566.5.peG.1737	mdtH
fiG|1005566.5.peG.1738	rimJ
fiG|1005566.5.peG.1739	yceH
fiG|1005566.5.peG.174	fdoI
fiG|1005566.5.peG.1740	mviM
fiG|1005566.5.peG.1741	mviN
fiG|1005566.5.peG.1742	flgN
fiG|1005566.5.peG.1743	flgM
fiG|1005566.5.peG.1744	flgA
fiG|1005566.5.peG.1745	NA
fiG|1005566.5.peG.1746	flgB
fiG|1005566.5.peG.1747	flgC
fiG|1005566.5.peG.1748	flgD
fiG|1005566.5.peG.1749	flgE
fiG|1005566.5.peG.175	fdoH
fiG|1005566.5.peG.1750	flgF
fiG|1005566.5.peG.1751	flgG
fiG|1005566.5.peG.1752	flgH
fiG|1005566.5.peG.1753	flgI
fiG|1005566.5.peG.1754	flgJ
fiG|1005566.5.peG.1755	flgK
fiG|1005566.5.peG.1756	insC
fiG|1005566.5.peG.1757	insD
fiG|1005566.5.peG.1758	flgK
fiG|1005566.5.peG.1759	flgL
fiG|1005566.5.peG.176	fdoG
fiG|1005566.5.peG.1760	rne
fiG|1005566.5.peG.1761	yceQ
fiG|1005566.5.peG.1762	rluC
fiG|1005566.5.peG.1763	yceF
fiG|1005566.5.peG.1764	yceD
fiG|1005566.5.peG.1765	plsX
fiG|1005566.5.peG.1766	fabH
fiG|1005566.5.peG.1767	fabH
fiG|1005566.5.peG.1768	fabD
fiG|1005566.5.peG.1769	fabG
fiG|1005566.5.peG.177	fdoG
fiG|1005566.5.peG.1770	acpP
fiG|1005566.5.peG.1771	fabF
fiG|1005566.5.peG.1772	pabC
fiG|1005566.5.peG.1773	yceG
fiG|1005566.5.peG.1774	tmk
fiG|1005566.5.peG.1775	holB
fiG|1005566.5.peG.1776	ycfH
fiG|1005566.5.peG.1777	ptsG
fiG|1005566.5.peG.1778	fhuE
fiG|1005566.5.peG.1779	NA
fiG|1005566.5.peG.178	NA
fiG|1005566.5.peG.1780	hinT
fiG|1005566.5.peG.1781	ycfL
fiG|1005566.5.peG.1782	ycfM
fiG|1005566.5.peG.1783	ycfN
fiG|1005566.5.peG.1784	nagZ
fiG|1005566.5.peG.1785	ycfP
fiG|1005566.5.peG.1786	ndh
fiG|1005566.5.peG.1787	ycfJ
fiG|1005566.5.peG.1788	ycfQ
fiG|1005566.5.peG.1789	ycfR
fiG|1005566.5.peG.179	fdhD
fiG|1005566.5.peG.1790	ycfS
fiG|1005566.5.peG.1791	mfd
fiG|1005566.5.peG.1792	ycfT
fiG|1005566.5.peG.1793	lolC
fiG|1005566.5.peG.1794	lolD
fiG|1005566.5.peG.1795	lolE
fiG|1005566.5.peG.1796	ycfX
fiG|1005566.5.peG.1797	cobB
fiG|1005566.5.peG.1798	ycfZ
fiG|1005566.5.peG.1799	ymfA
fiG|1005566.5.peG.18	bglB
fiG|1005566.5.peG.180	yiiG
fiG|1005566.5.peG.1800	potD
fiG|1005566.5.peG.1801	potC
fiG|1005566.5.peG.1802	potB
fiG|1005566.5.peG.1803	potA
fiG|1005566.5.peG.1804	NA
fiG|1005566.5.peG.1805	pepT
fiG|1005566.5.peG.1806	ycfD
fiG|1005566.5.peG.1807	phoQ
fiG|1005566.5.peG.1808	phoP
fiG|1005566.5.peG.1809	purB
fiG|1005566.5.peG.181	frvR
fiG|1005566.5.peG.1810	hflD
fiG|1005566.5.peG.1811	trmU
fiG|1005566.5.peG.1812	ymfB
fiG|1005566.5.peG.1813	ymfC
fiG|1005566.5.peG.1814	icd
fiG|1005566.5.peG.1815	ycgX
fiG|1005566.5.peG.1816	ycgE
fiG|1005566.5.peG.1817	ycgF
fiG|1005566.5.peG.1818	ymgB
fiG|1005566.5.peG.1819	ymgC
fiG|1005566.5.peG.182	frvX
fiG|1005566.5.peG.1820	ycgG
fiG|1005566.5.peG.1821	ymgF
fiG|1005566.5.peG.1822	NA
fiG|1005566.5.peG.1823	NA
fiG|1005566.5.peG.1824	NA
fiG|1005566.5.peG.1825	ycgH
fiG|1005566.5.peG.1826	ymgD
fiG|1005566.5.peG.1827	NA
fiG|1005566.5.peG.1828	NA
fiG|1005566.5.peG.1829	ycgI
fiG|1005566.5.peG.183	frvB
fiG|1005566.5.peG.1830	minE
fiG|1005566.5.peG.1831	minD
fiG|1005566.5.peG.1832	minC
fiG|1005566.5.peG.1833	ycgJ
fiG|1005566.5.peG.1834	ycgK
fiG|1005566.5.peG.1835	NA
fiG|1005566.5.peG.1836	ycgL
fiG|1005566.5.peG.1837	ycgM
fiG|1005566.5.peG.1838	ycgN
fiG|1005566.5.peG.1839	NA
fiG|1005566.5.peG.184	frvA
fiG|1005566.5.peG.1840	umuD
fiG|1005566.5.peG.1841	umuC
fiG|1005566.5.peG.1842	dsbB
fiG|1005566.5.peG.1843	nhaB
fiG|1005566.5.peG.1844	fadR
fiG|1005566.5.peG.1845	ycgB
fiG|1005566.5.peG.1846	dadA
fiG|1005566.5.peG.1847	dadX
fiG|1005566.5.peG.1848	NA
fiG|1005566.5.peG.1849	cvrA
fiG|1005566.5.peG.185	yiiL
fiG|1005566.5.peG.1850	ldcA
fiG|1005566.5.peG.1851	emtA
fiG|1005566.5.peG.1852	ycgR
fiG|1005566.5.peG.1853	ymgE
fiG|1005566.5.peG.1854	ycgY
fiG|1005566.5.peG.1855	treA
fiG|1005566.5.peG.1856	NA
fiG|1005566.5.peG.1857	dhaH
fiG|1005566.5.peG.1858	dhaL
fiG|1005566.5.peG.1859	dhaK
fiG|1005566.5.peG.186	rhaD
fiG|1005566.5.peG.1860	dhaR
fiG|1005566.5.peG.1861	ycgV
fiG|1005566.5.peG.1862	NA
fiG|1005566.5.peG.1863	ychF
fiG|1005566.5.peG.1864	pth
fiG|1005566.5.peG.1865	ychH
fiG|1005566.5.peG.1866	ychM
fiG|1005566.5.peG.1867	prsA
fiG|1005566.5.peG.1868	ispE
fiG|1005566.5.peG.1869	lolB
fiG|1005566.5.peG.187	rhaA
fiG|1005566.5.peG.1870	hemA
fiG|1005566.5.peG.1871	prfA
fiG|1005566.5.peG.1872	prmC
fiG|1005566.5.peG.1873	ychQ
fiG|1005566.5.peG.1874	ychA
fiG|1005566.5.peG.1875	kdsA
fiG|1005566.5.peG.1876	NA
fiG|1005566.5.peG.1877	NA
fiG|1005566.5.peG.1878	NA
fiG|1005566.5.peG.1879	chaA
fiG|1005566.5.peG.188	rhaB
fiG|1005566.5.peG.1880	chaB
fiG|1005566.5.peG.1881	chaC
fiG|1005566.5.peG.1882	ychN
fiG|1005566.5.peG.1883	NA
fiG|1005566.5.peG.1884	narL
fiG|1005566.5.peG.1885	narX
fiG|1005566.5.peG.1886	narK
fiG|1005566.5.peG.1887	narG
fiG|1005566.5.peG.1888	narH
fiG|1005566.5.peG.1889	narJ
fiG|1005566.5.peG.189	NA
fiG|1005566.5.peG.1890	narI
fiG|1005566.5.peG.1891	purU
fiG|1005566.5.peG.1892	ychJ
fiG|1005566.5.peG.1893	rssA
fiG|1005566.5.peG.1894	rssB
fiG|1005566.5.peG.1895	galU
fiG|1005566.5.peG.1896	hns
fiG|1005566.5.peG.1897	tdk
fiG|1005566.5.peG.1898	ychG
fiG|1005566.5.peG.1899	ychG
fiG|1005566.5.peG.19	bglF
fiG|1005566.5.peG.190	rhaS
fiG|1005566.5.peG.1900	NA
fiG|1005566.5.peG.1901	adhE
fiG|1005566.5.peG.1902	ychE
fiG|1005566.5.peG.1903	NA
fiG|1005566.5.peG.1904	oppA
fiG|1005566.5.peG.1905	oppB
fiG|1005566.5.peG.1906	oppC
fiG|1005566.5.peG.1907	oppD
fiG|1005566.5.peG.1908	oppF
fiG|1005566.5.peG.1909	yciU
fiG|1005566.5.peG.191	rhaR
fiG|1005566.5.peG.1910	cls
fiG|1005566.5.peG.1911	kch
fiG|1005566.5.peG.1912	yciI
fiG|1005566.5.peG.1913	tonB
fiG|1005566.5.peG.1914	yciA
fiG|1005566.5.peG.1915	yciB
fiG|1005566.5.peG.1916	yciC
fiG|1005566.5.peG.1917	ompW
fiG|1005566.5.peG.1918	yciE
fiG|1005566.5.peG.1919	yciF
fiG|1005566.5.peG.192	rhaT
fiG|1005566.5.peG.1920	yciG
fiG|1005566.5.peG.1921	trpA
fiG|1005566.5.peG.1922	trpB
fiG|1005566.5.peG.1923	trpC
fiG|1005566.5.peG.1924	trpD
fiG|1005566.5.peG.1925	trpE
fiG|1005566.5.peG.1926	yciV
fiG|1005566.5.peG.1927	yciO
fiG|1005566.5.peG.1928	yciQ
fiG|1005566.5.peG.1929	rluB
fiG|1005566.5.peG.193	sodA
fiG|1005566.5.peG.1930	btuR
fiG|1005566.5.peG.1931	yciK
fiG|1005566.5.peG.1932	sohB
fiG|1005566.5.peG.1933	yciN
fiG|1005566.5.peG.1934	topA
fiG|1005566.5.peG.1935	cysB
fiG|1005566.5.peG.1936	yciX
fiG|1005566.5.peG.1937	yciX
fiG|1005566.5.peG.1938	acnA
fiG|1005566.5.peG.1939	ribA
fiG|1005566.5.peG.194	NA
fiG|1005566.5.peG.1940	pgpB
fiG|1005566.5.peG.1941	yciS
fiG|1005566.5.peG.1942	yciM
fiG|1005566.5.peG.1943	NA
fiG|1005566.5.peG.1944	pyrF
fiG|1005566.5.peG.1945	yciH
fiG|1005566.5.peG.1946	osmB
fiG|1005566.5.peG.1947	yciT
fiG|1005566.5.peG.1948	NA
fiG|1005566.5.peG.1949	gmr
fiG|1005566.5.peG.195	kdgT
fiG|1005566.5.peG.1950	rnb
fiG|1005566.5.peG.1951	yciW
fiG|1005566.5.peG.1952	fabI
fiG|1005566.5.peG.1953	ycjD
fiG|1005566.5.peG.1954	sapF
fiG|1005566.5.peG.1955	sapD
fiG|1005566.5.peG.1956	sapC
fiG|1005566.5.peG.1957	sapB
fiG|1005566.5.peG.1958	sapA
fiG|1005566.5.peG.1959	ymjA
fiG|1005566.5.peG.196	yiiM
fiG|1005566.5.peG.1960	puuP
fiG|1005566.5.peG.1961	puuA
fiG|1005566.5.peG.1962	NA
fiG|1005566.5.peG.1963	puuD
fiG|1005566.5.peG.1964	puuD
fiG|1005566.5.peG.1965	puuR
fiG|1005566.5.peG.1966	puuC
fiG|1005566.5.peG.1967	puuB
fiG|1005566.5.peG.1968	puuE
fiG|1005566.5.peG.1969	pspF
fiG|1005566.5.peG.197	cpxA
fiG|1005566.5.peG.1970	pspA
fiG|1005566.5.peG.1971	pspB
fiG|1005566.5.peG.1972	pspC
fiG|1005566.5.peG.1973	pspD
fiG|1005566.5.peG.1974	pspE
fiG|1005566.5.peG.1975	ycjM
fiG|1005566.5.peG.1976	ycjN
fiG|1005566.5.peG.1977	ycjO
fiG|1005566.5.peG.1978	ycjP
fiG|1005566.5.peG.1979	ycjQ
fiG|1005566.5.peG.198	cpxR
fiG|1005566.5.peG.1980	ycjR
fiG|1005566.5.peG.1981	ycjS
fiG|1005566.5.peG.1982	ycjT
fiG|1005566.5.peG.1983	ycjU
fiG|1005566.5.peG.1984	ycjV
fiG|1005566.5.peG.1985	ymjB
fiG|1005566.5.peG.1986	ompG
fiG|1005566.5.peG.1987	ycjW
fiG|1005566.5.peG.1988	ycjX
fiG|1005566.5.peG.1989	ycjF
fiG|1005566.5.peG.199	cpxP
fiG|1005566.5.peG.1990	tyrR
fiG|1005566.5.peG.1991	tpx
fiG|1005566.5.peG.1992	ycjG
fiG|1005566.5.peG.1993	mpaA
fiG|1005566.5.peG.1994	ymjC
fiG|1005566.5.peG.1995	ycjY
fiG|1005566.5.peG.1996	ycjZ
fiG|1005566.5.peG.1997	mppA
fiG|1005566.5.peG.1998	ynaI
fiG|1005566.5.peG.1999	dcuC
fiG|1005566.5.peG.2	rnpA
fiG|1005566.5.peG.20	bglG
fiG|1005566.5.peG.200	fieF
fiG|1005566.5.peG.2000	ynaJ
fiG|1005566.5.peG.2001	uspE
fiG|1005566.5.peG.2002	fnr
fiG|1005566.5.peG.2003	ogt
fiG|1005566.5.peG.2004	abgT
fiG|1005566.5.peG.2005	abgB
fiG|1005566.5.peG.2006	abgA
fiG|1005566.5.peG.2007	abgR
fiG|1005566.5.peG.2008	ydaL
fiG|1005566.5.peG.2009	ydaM
fiG|1005566.5.peG.201	pfkA
fiG|1005566.5.peG.2010	ydaN
fiG|1005566.5.peG.2011	dbpA
fiG|1005566.5.peG.2012	ydaO
fiG|1005566.5.peG.2013	intR
fiG|1005566.5.peG.2014	ydaQ
fiG|1005566.5.peG.2015	recT
fiG|1005566.5.peG.2016	recE
fiG|1005566.5.peG.2017	racC
fiG|1005566.5.peG.2018	ydaE
fiG|1005566.5.peG.2019	kil
fiG|1005566.5.peG.202	sbp
fiG|1005566.5.peG.2020	sieB
fiG|1005566.5.peG.2021	ydaF
fiG|1005566.5.peG.2022	ydaG
fiG|1005566.5.peG.2023	ydaT
fiG|1005566.5.peG.2024	ydaU
fiG|1005566.5.peG.2025	ydaV
fiG|1005566.5.peG.2026	ydaW
fiG|1005566.5.peG.2027	rzpR
fiG|1005566.5.peG.2028	trkG
fiG|1005566.5.peG.2029	ynaK
fiG|1005566.5.peG.203	cdh
fiG|1005566.5.peG.2030	ydaY
fiG|1005566.5.peG.2031	NA
fiG|1005566.5.peG.2032	ynaA
fiG|1005566.5.peG.2033	lomR
fiG|1005566.5.peG.2034	lomR
fiG|1005566.5.peG.2035	NA
fiG|1005566.5.peG.2036	stfR
fiG|1005566.5.peG.2037	stfR
fiG|1005566.5.peG.2038	stfR
fiG|1005566.5.peG.2039	stfR
fiG|1005566.5.peG.204	tpiA
fiG|1005566.5.peG.2040	tfaR
fiG|1005566.5.peG.2041	pinR
fiG|1005566.5.peG.2042	ynaE
fiG|1005566.5.peG.2043	NA
fiG|1005566.5.peG.2044	uspF
fiG|1005566.5.peG.2045	ompN
fiG|1005566.5.peG.2046	ydbK
fiG|1005566.5.peG.2047	ydbJ
fiG|1005566.5.peG.2048	hslJ
fiG|1005566.5.peG.2049	ldhA
fiG|1005566.5.peG.205	yiiQ
fiG|1005566.5.peG.2050	ydbH
fiG|1005566.5.peG.2051	ynbE
fiG|1005566.5.peG.2052	ydbL
fiG|1005566.5.peG.2053	feaR
fiG|1005566.5.peG.2054	feaB
fiG|1005566.5.peG.2055	tynA
fiG|1005566.5.peG.2056	maoC
fiG|1005566.5.peG.2057	paaA
fiG|1005566.5.peG.2058	paaB
fiG|1005566.5.peG.2059	paaC
fiG|1005566.5.peG.206	yiiR
fiG|1005566.5.peG.2060	paaD
fiG|1005566.5.peG.2061	paaE
fiG|1005566.5.peG.2062	paaF
fiG|1005566.5.peG.2063	paaG
fiG|1005566.5.peG.2064	paaH
fiG|1005566.5.peG.2065	paaI
fiG|1005566.5.peG.2066	paaJ
fiG|1005566.5.peG.2067	NA
fiG|1005566.5.peG.2068	paaK
fiG|1005566.5.peG.2069	paaX
fiG|1005566.5.peG.207	yiiS
fiG|1005566.5.peG.2070	paaY
fiG|1005566.5.peG.2071	ydbA
fiG|1005566.5.peG.2072	insD
fiG|1005566.5.peG.2073	insC
fiG|1005566.5.peG.2074	insI
fiG|1005566.5.peG.2075	ydbA
fiG|1005566.5.peG.2076	NA
fiG|1005566.5.peG.2077	ydbC
fiG|1005566.5.peG.2078	ydbD
fiG|1005566.5.peG.2079	ynbA
fiG|1005566.5.peG.208	yiiT
fiG|1005566.5.peG.2080	ynbB
fiG|1005566.5.peG.2081	ynbC
fiG|1005566.5.peG.2082	ynbD
fiG|1005566.5.peG.2083	azoR
fiG|1005566.5.peG.2084	hrpA
fiG|1005566.5.peG.2085	ydcF
fiG|1005566.5.peG.2086	aldA
fiG|1005566.5.peG.2087	gapC
fiG|1005566.5.peG.2088	gapC
fiG|1005566.5.peG.2089	gapC
fiG|1005566.5.peG.209	fpr
fiG|1005566.5.peG.2090	cybB
fiG|1005566.5.peG.2091	ydcA
fiG|1005566.5.peG.2092	trg
fiG|1005566.5.peG.2093	ydcI
fiG|1005566.5.peG.2094	ydcJ
fiG|1005566.5.peG.2095	mdoD
fiG|1005566.5.peG.2096	ydcH
fiG|1005566.5.peG.2097	rimL
fiG|1005566.5.peG.2098	ydcK
fiG|1005566.5.peG.2099	tehA
fiG|1005566.5.peG.21	phoU
fiG|1005566.5.peG.210	glpX
fiG|1005566.5.peG.2100	tehB
fiG|1005566.5.peG.2101	NA
fiG|1005566.5.peG.2102	NA
fiG|1005566.5.peG.2103	insD
fiG|1005566.5.peG.2104	insC
fiG|1005566.5.peG.2105	NA
fiG|1005566.5.peG.2106	yncK
fiG|1005566.5.peG.2107	yncK
fiG|1005566.5.peG.2108	NA
fiG|1005566.5.peG.2109	ydcM
fiG|1005566.5.peG.211	glpK
fiG|1005566.5.peG.2110	ydcO
fiG|1005566.5.peG.2111	ydcN
fiG|1005566.5.peG.2112	ydcP
fiG|1005566.5.peG.2113	yncJ
fiG|1005566.5.peG.2114	NA
fiG|1005566.5.peG.2115	ydcQ
fiG|1005566.5.peG.2116	ydcR
fiG|1005566.5.peG.2117	ydcS
fiG|1005566.5.peG.2118	ydcT
fiG|1005566.5.peG.2119	ydcU
fiG|1005566.5.peG.212	glpF
fiG|1005566.5.peG.2120	ydcV
fiG|1005566.5.peG.2121	ydcW
fiG|1005566.5.peG.2122	NA
fiG|1005566.5.peG.2123	NA
fiG|1005566.5.peG.2124	ydcY
fiG|1005566.5.peG.2125	ydcZ
fiG|1005566.5.peG.2126	NA
fiG|1005566.5.peG.2127	yncB
fiG|1005566.5.peG.2128	yncC
fiG|1005566.5.peG.2129	yncD
fiG|1005566.5.peG.213	yiiU
fiG|1005566.5.peG.2130	yncE
fiG|1005566.5.peG.2131	ansP
fiG|1005566.5.peG.2132	yncG
fiG|1005566.5.peG.2133	yncH
fiG|1005566.5.peG.2134	rhsE
fiG|1005566.5.peG.2135	ydcD
fiG|1005566.5.peG.2136	yncI
fiG|1005566.5.peG.2137	ydcC
fiG|1005566.5.peG.2138	ydcE
fiG|1005566.5.peG.2139	yddH
fiG|1005566.5.peG.214	rraA
fiG|1005566.5.peG.2140	nhoA
fiG|1005566.5.peG.2141	yddE
fiG|1005566.5.peG.2142	narV
fiG|1005566.5.peG.2143	narW
fiG|1005566.5.peG.2144	narY
fiG|1005566.5.peG.2145	narZ
fiG|1005566.5.peG.2146	narU
fiG|1005566.5.peG.2147	yddK
fiG|1005566.5.peG.2148	yddL
fiG|1005566.5.peG.2149	yddG
fiG|1005566.5.peG.215	menA
fiG|1005566.5.peG.2150	fdnG
fiG|1005566.5.peG.2151	NA
fiG|1005566.5.peG.2152	fdnG
fiG|1005566.5.peG.2153	fdnH
fiG|1005566.5.peG.2154	fdnI
fiG|1005566.5.peG.2155	yddM
fiG|1005566.5.peG.2156	adhP
fiG|1005566.5.peG.2157	sfcA
fiG|1005566.5.peG.2158	sra
fiG|1005566.5.peG.2159	bdm
fiG|1005566.5.peG.216	hslU
fiG|1005566.5.peG.2160	osmC
fiG|1005566.5.peG.2161	ddpF
fiG|1005566.5.peG.2162	ddpD
fiG|1005566.5.peG.2163	ddpC
fiG|1005566.5.peG.2164	ddpB
fiG|1005566.5.peG.2165	ddpA
fiG|1005566.5.peG.2166	ddpX
fiG|1005566.5.peG.2167	dos
fiG|1005566.5.peG.2168	NA
fiG|1005566.5.peG.2169	yddW
fiG|1005566.5.peG.217	hslV
fiG|1005566.5.peG.2170	gadC
fiG|1005566.5.peG.2171	gadB
fiG|1005566.5.peG.2172	NA
fiG|1005566.5.peG.2173	pqqL
fiG|1005566.5.peG.2174	yddB
fiG|1005566.5.peG.2175	yddA
fiG|1005566.5.peG.2176	ydeM
fiG|1005566.5.peG.2177	ydeN
fiG|1005566.5.peG.2178	ydeO
fiG|1005566.5.peG.2179	NA
fiG|1005566.5.peG.218	ftsN
fiG|1005566.5.peG.2180	ydeP
fiG|1005566.5.peG.2181	ydeQ
fiG|1005566.5.peG.2182	ydeR
fiG|1005566.5.peG.2183	ydeR
fiG|1005566.5.peG.2184	ydeS
fiG|1005566.5.peG.2185	ydeT
fiG|1005566.5.peG.2186	hipA
fiG|1005566.5.peG.2187	hipB
fiG|1005566.5.peG.2188	ydeU
fiG|1005566.5.peG.2189	ydeK
fiG|1005566.5.peG.219	cytR
fiG|1005566.5.peG.2190	NA
fiG|1005566.5.peG.2191	ydeV
fiG|1005566.5.peG.2192	ydeW
fiG|1005566.5.peG.2193	ego
fiG|1005566.5.peG.2194	lsrC
fiG|1005566.5.peG.2195	lsrD
fiG|1005566.5.peG.2196	lsrB
fiG|1005566.5.peG.2197	lsrF
fiG|1005566.5.peG.2198	lsrG
fiG|1005566.5.peG.2199	tam
fiG|1005566.5.peG.22	pstB
fiG|1005566.5.peG.220	NA
fiG|1005566.5.peG.2200	yneE
fiG|1005566.5.peG.2201	uxaB
fiG|1005566.5.peG.2202	NA
fiG|1005566.5.peG.2203	yneF
fiG|1005566.5.peG.2204	yneG
fiG|1005566.5.peG.2205	yneH
fiG|1005566.5.peG.2206	yneI
fiG|1005566.5.peG.2207	yneJ
fiG|1005566.5.peG.2208	yneK
fiG|1005566.5.peG.2209	ydeA
fiG|1005566.5.peG.221	priA
fiG|1005566.5.peG.2210	marC
fiG|1005566.5.peG.2211	marR
fiG|1005566.5.peG.2212	marA
fiG|1005566.5.peG.2213	marB
fiG|1005566.5.peG.2214	eamA
fiG|1005566.5.peG.2215	ydeE
fiG|1005566.5.peG.2216	ydeH
fiG|1005566.5.peG.2217	ydeI
fiG|1005566.5.peG.2218	ydeJ
fiG|1005566.5.peG.2219	dcp
fiG|1005566.5.peG.222	rpmE
fiG|1005566.5.peG.2220	ydfG
fiG|1005566.5.peG.2221	ydfH
fiG|1005566.5.peG.2222	ydfZ
fiG|1005566.5.peG.2223	ydfI
fiG|1005566.5.peG.2224	ydfJ
fiG|1005566.5.peG.2225	ydfK
fiG|1005566.5.peG.2226	pinQ
fiG|1005566.5.peG.2227	tfaQ
fiG|1005566.5.peG.2228	stfQ
fiG|1005566.5.peG.2229	nohA
fiG|1005566.5.peG.223	yiiX
fiG|1005566.5.peG.2230	NA
fiG|1005566.5.peG.2231	ynfO
fiG|1005566.5.peG.2232	gnsB
fiG|1005566.5.peG.2233	cspI
fiG|1005566.5.peG.2234	ydfP
fiG|1005566.5.peG.2235	ydfQ
fiG|1005566.5.peG.2236	ydfR
fiG|1005566.5.peG.2237	essQ
fiG|1005566.5.peG.2238	cspB
fiG|1005566.5.peG.2239	cspF
fiG|1005566.5.peG.224	metJ
